Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
Bancos-Noviembre-2019.pdf,Citibank N.A.,B112019,"0,05|0,99","0,05|0,99","0,01|0,29","0,01|0,29","0,85|4,00","0,85|4,07","0,20|0,40","0,20|0,40","0,90|4,05","0,90|4,13","0,70|1,10","0,70|1,11","1,15|4,90","1,16|5,01","1,00|1,20","1,00|1,21"
Bancos-Noviembre-2019.pdf,Interfisa Banco SAECA,B112019,"0,40|0,40","0,40|0,40","0,20|0,20","0,20|0,20","3,00|4,25","3,04|4,33","1,75|2,75","1,76|2,78","4,25|5,50","4,33|5,64","2,25|3,25","2,27|3,30","6,00|8,25","6,17|8,57","3,25|5,75","3,30|5,90"
Bancos-Noviembre-2019.pdf,Sudameris Bank S.A.E.C.A.,B112019,"-|0,15","-|0,15","-|0,10","-|0,10","0,75|2,50","0,75|2,53","0,35|0,85","0,35|0,85","2,50|4,25","2,53|4,33","1,25|2,50","1,26|2,53","4,25|7,50","4,33|7,76","2,50|4,50","2,53|4,59"
Bancos-Noviembre-2019.pdf,Visión Banco S.A.E.C.A.,B112019,"0,10|0,10","0,10|0,10","0,01|0,10","0,01|0,10","3,25|3,50","3,30|3,56","1,00|1,00","1,00|1,00","3,75|4,25","3,82|4,33","1,50|2,00","1,51|2,02","6,50|7,50","6,70|7,76","4,25|4,50","4,33|4,59"
Bancos-Septiembre-2019.pdf,Banco Atlas S.A.,B092019,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","1,50|2,50","1,51|2,53","0,50|1,25","0,50|1,26","2,50|4,50","2,53|4,59","1,25|2,50","1,26|2,53","4,50|6,00","4,59|6,17","2,50|4,25","2,53|4,33"
Bancos-Septiembre-2019.pdf,Banco BASA S.A.,B092019,"0,05|0,96","0,05|0,97","0,01|0,27","0,01|0,27","0,50|4,70","0,50|4,79","0,20|2,86","0,20|2,90","2,75|6,74","2,78|6,87","1,50|2,38","1,51|2,39","5,00|8,08","5,12|8,27","3,00|5,01","3,04|5,07"
Bancos-Septiembre-2019.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B092019,"0,05|0,05","0,05|0,05","-|0,50","-|0,50","0,75|2,50","0,75|2,53","0,25|0,50","0,25|0,50","2,00|3,50","2,02|3,56","0,50|1,00","0,50|1,00","3,50|5,50","3,56|5,64","0,50|1,75","0,50|1,76"
Bancos-Septiembre-2019.pdf,Banco Continental S.A.E.C.A.,B092019,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|2,50","0,25|2,53","0,25|1,75","0,25|1,76","2,00|3,75","2,00|3,82","1,25|2,25","1,25|2,27","4,50|8,50","4,50|8,84","2,50|5,50","2,50|5,64"
Bancos-Septiembre-2019.pdf,Banco Do Brasil S.A.,B092019,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,50|4,00","2,53|4,07","0,30|0,60","0,30|0,60"
Bancos-Septiembre-2019.pdf,Banco Familiar S.A.E.C.A.,B092019,"0,25|0,25","0,25|0,25","0,10|0,10","0,10|0,10","1,00|4,00","1,00|4,07","0,30|0,90","0,30|0,90","3,00|4,50","3,04|4,59","1,20|2,50","1,21|2,53","6,00|8,75","6,17|9,11","2,50|4,50","2,53|4,59"
Bancos-Septiembre-2019.pdf,Banco GNB Paraguay S.A.,B092019,"0,01|0,50","0,01|0,50","-|0,14","-|0,14","0,51|3,50","0,51|3,55","0,15|1,75","0,15|1,76","3,51|5,15","3,56|5,27","1,76|2,50","1,77|2,52","5,16|6,75","5,28|6,96","2,51|3,75","2,53|3,82"
Bancos-Septiembre-2019.pdf,Banco Itaú Paraguay S.A.,B092019,"0,01|0,10","0,01|0,10","0,01|0,10","0,01|0,10","0,75|2,50","0,75|2,53","0,15|0,75","0,15|0,75","1,00|4,50","1,00|4,59","0,25|1,25","0,25|1,26","1,50|5,50","1,51|5,64","1,25|2,00","1,26|2,02"
Bancos-Septiembre-2019.pdf,Banco Nacional de Fomento,B092019,"0,05|0,19","0,05|0,19","0,05|0,17","0,05|0,17","0,95|1,60","0,95|1,61","0,35|0,70","0,35|0,70","1,70|4,00","1,71|4,00","0,50|2,00","0,50|2,00","3,20|7,75","3,25|7,75","0,65|4,50","0,65|4,50"
Bancos-Septiembre-2019.pdf,Banco Regional S.A.E.C.A,B092019,"-|0,50","-|0,50","-|0,20","-|0,20","1,75|3,50","1,76|3,56","0,35|1,00","0,35|1,00","3,00|6,50","3,04|6,70","1,50|4,00","1,51|4,07","5,00|10,50","5,12|11,02","2,50|6,50","2,53|6,70"
